0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0.4,AlternariaLeafBlight
1,AlternariaLeafBlight
1.2,AlternariaLeafBlight
2,AlternariaLeafBlight
1.87,AlternariaLeafBlight
2.1,AlternariaLeafBlight
2.2,AlternariaLeafBlight
2.1,AlternariaLeafBlight
2.7,AlternariaLeafBlight
3.1,AlternariaLeafBlight
3.6,AlternariaLeafBlight
4.8,AlternariaLeafBlight
3.3,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0.4,AlternariaLeafBlight
0.9,AlternariaLeafBlight
1.3,AlternariaLeafBlight
1.7,AlternariaLeafBlight
1.9,AlternariaLeafBlight
2.1,AlternariaLeafBlight
3.4,AlternariaLeafBlight
3.7,AlternariaLeafBlight
4.4,AlternariaLeafBlight
5.2,AlternariaLeafBlight
5.8,AlternariaLeafBlight
4.9,AlternariaLeafBlight
3.7,AlternariaLeafBlight
3.7,AlternariaLeafBlight
2.4,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0.29,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
0,AlternariaLeafBlight
3.11,AlternariaLeafBlight
8.2,AlternariaLeafBlight
0,AmericanBollworm-Adult
0,AmericanBollworm-Adult
0,AmericanBollworm-Adult
0,AmericanBollworm-Adult
0,AmericanBollworm-Adult
