0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0.2,Aphid
2.8,Aphid
35,Aphid
162.6,Aphid
21.3,Aphid
7.6,Aphid
2.4,Aphid
2.5,Aphid
0.2,Aphid
1.7,Aphid
1.8,Aphid
0.9,Aphid
0.4,Aphid
1.1,Aphid
4.3,Aphid
4.6,Aphid
12.8,Aphid
34,Aphid
68.8,Aphid
55.6,Aphid
51.6,Aphid
64.8,Aphid
88.4,Aphid
71.1,Aphid
54.9,Aphid
50,Aphid
34.4,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0.1,Aphid
0.9,Aphid
21.4,Aphid
44.1,Aphid
63,Aphid
116,Aphid
29.9,Aphid
18.4,Aphid
12.7,Aphid
6.9,Aphid
0.6,Aphid
1.4,Aphid
0.7,Aphid
3.5,Aphid
8.6,Aphid
3.4,Aphid
6.4,Aphid
9.9,Aphid
44.5,Aphid
66.6,Aphid
138,Aphid
207,Aphid
98,Aphid
55.7,Aphid
91.8,Aphid
84.7,Aphid
117,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
0,Aphid
9.7,Aphid
43.9,Aphid
80.5,Aphid
59.3,Aphid
66.8,Aphid
7.4,Aphid
2.8,Aphid
0.1,Aphid
0,Aphid
0.8,Aphid
0,Aphid
0,Aphid
2.8,Aphid
9.7,Aphid
22.3,Aphid
17.4,Aphid
14.4,Aphid
39.8,Aphid
44.9,Aphid
59.4,Aphid
72.7,Aphid
90.2,Aphid
31.7,Aphid
20.4,Aphid
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
8,Bollworm-Egg
26.5,Bollworm-Egg
13.5,Bollworm-Egg
2.5,Bollworm-Egg
4,Bollworm-Egg
6.5,Bollworm-Egg
2,Bollworm-Egg
1.5,Bollworm-Egg
1,Bollworm-Egg
1.5,Bollworm-Egg
1,Bollworm-Egg
3.5,Bollworm-Egg
6.5,Bollworm-Egg
5.5,Bollworm-Egg
3.5,Bollworm-Egg
0.5,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0.5,Bollworm-Egg
3,Bollworm-Egg
0,Bollworm-Egg
2.5,Bollworm-Egg
11,Bollworm-Egg
4,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Egg
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
7,Bollworm-Larva
6,Bollworm-Larva
3,Bollworm-Larva
1,Bollworm-Larva
1.5,Bollworm-Larva
11,Bollworm-Larva
6.5,Bollworm-Larva
2.5,Bollworm-Larva
0.5,Bollworm-Larva
0,Bollworm-Larva
4,Bollworm-Larva
11,Bollworm-Larva
6,Bollworm-Larva
2,Bollworm-Larva
0,Bollworm-Larva
0.5,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
5.5,Bollworm-Larva
2.5,Bollworm-Larva
4.5,Bollworm-Larva
2,Bollworm-Larva
1.5,Bollworm-Larva
1.5,Bollworm-Larva
1,Bollworm-Larva
1,Bollworm-Larva
0.5,Bollworm-Larva
1.5,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Bollworm-Larva
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0.4,Jassid
0,Jassid
1,Jassid
1.3,Jassid
5.2,Jassid
3.3,Jassid
3.6,Jassid
9.5,Jassid
12.8,Jassid
13.8,Jassid
9.5,Jassid
5.3,Jassid
4.3,Jassid
4.7,Jassid
4.1,Jassid
4.5,Jassid
5.4,Jassid
3.6,Jassid
2.5,Jassid
1.6,Jassid
0.5,Jassid
0.9,Jassid
0.7,Jassid
0.4,Jassid
0.2,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0,Jassid
0.1,Jassid
0.2,Jassid
0.2,Jassid
0.3,Jassid
0,Jassid
0.2,Jassid
1.7,Jassid
2.8,Jassid
2,Jassid
3.5,Jassid
4,Jassid
4.5,Jassid
2.9,Jassid
2.7,Jassid
0.9,Jassid
1.4,Jassid
1.4,Jassid
0.2,Jassid
0,Jassid
0.1,Jassid
0.2,Jassid
0,Jassid
0.4,Jassid
